,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,trending,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
245,SQLCell,True,"SQLCell is a magic function for the Jupyter Notebook that executes raw,..",https://github.com/tmthyjames/SQLCell,,magic,10,tmthyjames/SQLCell,sqlcell,,https://github.com/tmthyjames/SQLCell,MIT,2016-08-15 01:54:46.000,2022-08-23 17:53:50.000000,2020-10-06 02:14:24,10.0,60.0,24.0,148.0,,,,13.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,13.0,,,,3.0,,310.0,,,,,,,,,,,,,,,
246,jnotebook-reader,True,An awesome viewer to browse and render Jupyter..,https://github.com/line/jnotebook_reader,,notebook-sharing,10,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,Apache-2.0,2020-10-30 02:50:59.000,2022-12-06 05:30:25.000000,2022-12-06 05:30:25,16.0,1.0,4.0,101.0,2021-02-10 02:34:21,1.0.2,,,3.0,,,7.0,,,,,,3.0,,15.0,,,,,,,,,,,,,,,
247,CAS Authenticator,True,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,10,cwaldbieser/jhub_cas_authenticator,jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,GPL-3.0,2017-09-17 19:17:08.000,2023-03-17 18:54:21.000000,2023-03-17 18:52:39,11.0,3.0,12.0,21.0,,,,190.0,,,,4.0,https://pypi.org/project/jhub_cas_authenticator,190.0,,,,3.0,,43.0,,,,,,,,,,,,,,,
248,remote_ikernel,True,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,10,tdaff/remote_ikernel,remote_ikernel,,https://github.com/tdaff/remote_ikernel,BSD-2-Clause,2017-07-11 14:29:42.000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16,12.0,11.0,18.0,14.0,,,,224.0,,,,7.0,https://pypi.org/project/remote_ikernel,224.0,,,,3.0,,78.0,,,,,,,,,,,,,,,tdaff/remote_ikernel
249,tributary,True,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,10,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,Apache-2.0,2020-06-18 03:08:16.885,2023-06-16 19:20:23.415000,2023-05-23 20:01:16,,,,12.0,,,,992.0,8.0,,,7.0,https://pypi.org/project/tributary,134.0,https://anaconda.org/conda-forge/tributary,2023-06-16 19:20:23.415,32606.0,3.0,,,,,,,,,,,,,,,,,
250,Theme Toggle,True,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,10,jtpio/jupyterlab-theme-toggle,,,https://github.com/jtpio/jupyterlab-theme-toggle,BSD-3-Clause,2019-07-27 08:45:07.000,2023-07-26 08:11:35.000000,2021-06-16 11:42:31,3.0,1.0,4.0,11.0,,,,911.0,,4.0,4.0,2.0,,,,,,3.0,,,,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,911.0,,,,,,,,,,,
251,JupyterLab Top Bar,True,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,10,jtpio/jupyterlab-topbar,,,https://github.com/jtpio/jupyterlab-topbar,BSD-3-Clause,2021-05-31 16:53:55.000,2023-07-24 07:50:58.000000,2023-07-24 07:43:48,2.0,,,5.0,,,,2978.0,,2.0,2.0,5.0,,,,,,3.0,,,,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,2978.0,,,,,,,,,,,
252,easyexplore,True,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,10,GianniBalistreri/easyexplore,easyexplore,,https://github.com/GianniBalistreri/easyexplore,GPL-3.0,2020-05-04 17:26:04.000,2023-07-06 22:15:29.000000,2023-04-01 21:00:35,2.0,8.0,16.0,4.0,,,,413.0,,1.0,1.0,4.0,https://pypi.org/project/easyexplore,413.0,,,,3.0,,335.0,,,,,,,,,,,,,,,
253,JupyterLab,True,JupyterLab computational environment.,,,notebook-environments,10,jupyterlab/jupyterlab,jupyterlab,conda-forge/jupyterlab,,,2020-05-23 12:21:40.041,2023-08-14 12:29:55.021000,,,,,,,,,11579896.0,304.0,,,,https://pypi.org/project/jupyterlab,11360426.0,https://anaconda.org/conda-forge/jupyterlab,2023-08-14 12:29:55.021,8559352.0,3.0,,,,,,,,,,,,,,,,,
254,Jupyter Black,True,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,9,drillan/jupyter-black,,,https://github.com/drillan/jupyter-black,BSD-3-Clause,2018-08-10 05:21:02.000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04,24.0,11.0,13.0,429.0,,,,,,,,2.0,,,,,,3.0,,10.0,,,,,,,,,,,,,,,
255,Vision UI,True,UI visual interface for fastai - now compatible with Google..,https://github.com/asvcode/Vision_UI,,widgets,9,asvcode/Vision_UI,,,https://github.com/asvcode/Vision_UI,,2019-05-23 04:53:03.000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59,34.0,1.0,2.0,247.0,,,,,,,,3.0,,,,,,3.0,,112.0,,,,,,,,,,,,,,,
256,ipyannotate,True,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,9,ipyannotate/ipyannotate,ipyannotate,,https://github.com/ipyannotate/ipyannotate,,2018-07-23 19:23:28.000,2023-01-06 01:35:32.000000,2020-09-20 09:38:39,13.0,4.0,,137.0,,,,271.0,,,,3.0,https://pypi.org/project/ipyannotate,252.0,,,,3.0,,27.0,,ipyannotate,https://www.npmjs.com/package/ipyannotate,19.0,,,,,,,,,,,
257,jupyterlab-flake8,True,Jupyterlab python linter for notebooks and text files..,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,9,mlshapiro/jupyterlab-flake8,,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,9.0,6.0,33.0,110.0,,,,83.0,,2.0,2.0,5.0,,,,,,3.0,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,83.0,,,,,,,,,,,
258,jupyterlab-gitplus,True,JupyterLab extension to create GitHub commits & pull..,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,9,ReviewNB/jupyterlab-gitplus,jupyterlab_gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,AGPL-3.0,2020-03-05 13:43:58.000,2023-02-28 12:12:05.000000,2023-02-28 12:09:08,7.0,2.0,9.0,105.0,,,,183.0,,2.0,2.0,2.0,https://pypi.org/project/jupyterlab_gitplus,162.0,,,,3.0,,114.0,,@reviewnb/jupyterlab_gitplus,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,21.0,,,,,,,,,,,
259,PPExtensions,True,Set of iPython and Jupyter extensions to improve user..,https://github.com/paypal/PPExtensions,,jupyter-extensions,9,paypal/PPExtensions,ppextensions,,https://github.com/paypal/PPExtensions,,2018-08-17 20:07:23.000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33,27.0,16.0,22.0,49.0,,,,41.0,,1.0,1.0,9.0,https://pypi.org/project/ppextensions,41.0,,,,3.0,,32.0,,,,,,,,,,,,,,,
260,Gruvbox Theme,True,Gruvbox dark theme for Jupyter Lab. Modeled on classic..,https://github.com/Rahlir/theme-gruvbox,,lab-themes,9,Rahlir/theme-gruvbox,,,https://github.com/Rahlir/theme-gruvbox,,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,8.0,,,49.0,,,,54.0,,3.0,3.0,3.0,,,,,,3.0,,44.0,,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,54.0,,,,,,,,,,,
261,ipyp5,True,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,9,jtpio/ipyp5,ipyp5,,https://github.com/jtpio/ipyp5,BSD-3-Clause,2018-03-06 17:50:12.000,2023-01-04 06:51:10.000000,2020-10-16 21:38:41,5.0,5.0,,34.0,,,,23.0,,1.0,1.0,2.0,https://pypi.org/project/ipyp5,23.0,,,,3.0,,60.0,,,,,,,,,,,,,,,
262,ipyaggrid,True,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,9,DGothrek/ipyaggrid,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,MIT,2019-05-06 04:24:26.000,2019-05-06 04:27:06.000000,2019-05-06 04:27:05,,6.0,,11.0,,,,8064.0,,,,2.0,https://pypi.org/project/ipyaggrid,7508.0,,,,3.0,,47.0,,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,556.0,,,,,,,,,,,
263,Keberos Authenticator,True,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,9,jupyterhub/kerberosauthenticator,jupyterhub-kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,BSD-3-Clause,2019-04-17 18:01:36.000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24,5.0,3.0,2.0,10.0,,,,306.0,,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,306.0,,,,3.0,,21.0,,,,,,,,,,,,,,,
264,JupyterLab Spark,True,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,9,manuzhang/jupyterlab_spark,,,https://github.com/manuzhang/jupyterlab_spark,Apache-2.0,2019-04-20 06:31:59.000,2021-09-05 13:13:14.000000,2021-09-05 13:10:26,2.0,2.0,3.0,9.0,2021-09-05 06:59:55,0.4.0,,24.0,3.0,2.0,2.0,2.0,,,,,,3.0,,21.0,,jupyterlab_spark,https://www.npmjs.com/package/jupyterlab_spark,24.0,,,,,,,,,,,
265,jupyterlab-executor,True,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,9,gavincyi/jupyterlab-executor,jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,BSD-3-Clause,2020-12-29 15:51:54.000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10,,,1.0,7.0,2021-03-24 21:17:12,2021.1.6,3.0,342.0,3.0,2.0,2.0,2.0,https://pypi.org/project/jupyterlab-executor,324.0,,,,3.0,,,,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,18.0,,,,,,,,,,,
266,Hash Authenticator,True,Authenticate users with passwords generated from their..,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,9,thedataincubator/jupyterhub-hashauthenticator,jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,BSD-3-Clause,2017-08-18 19:18:33.000,2023-01-06 07:30:16.000000,2023-01-06 07:29:25,3.0,,,4.0,,,,52.0,,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,52.0,,,,3.0,,42.0,,,,,,,,,,,,,,,
267,JupyterLab Bytecode,True,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,8,jtpio/jupyterlab-python-bytecode,,,https://github.com/jtpio/jupyterlab-python-bytecode,BSD-3-Clause,2018-09-29 19:55:49.000,2023-01-03 15:16:54.000000,2020-10-16 21:38:08,6.0,2.0,3.0,60.0,,,,5.0,,2.0,2.0,2.0,,,,,,3.0,,114.0,,jupyterlab-python-bytecode,https://www.npmjs.com/package/jupyterlab-python-bytecode,5.0,,,,,,,,,,,
268,ssh_ipykernel,True,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,7,bernhard-42/ssh_ipykernel,,,https://github.com/bernhard-42/ssh_ipykernel,MIT,2019-09-01 17:43:26.000,2023-01-07 06:51:39.000000,2021-06-28 15:17:55,1.0,3.0,,11.0,,,,,,2.0,2.0,,,,,,,3.0,,81.0,,,,,,,,,,,,,,,
269,nb_black,True,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,,,magic,7,,nb_black,conda-forge/nb_black,,,2019-05-02 16:13:43.498,2023-06-16 16:15:03.923000,,,,,,,,,46204.0,4.0,,,,https://pypi.org/project/nb_black,44251.0,https://anaconda.org/conda-forge/nb_black,2023-06-16 16:15:03.923,99629.0,3.0,,,,,,,,,,,,,,,,,
270,Jupter-Notebook-REST-API,True,Run your jupyter notebooks as a REST API endpoint...,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,6,Invictify/Jupter-Notebook-REST-API,,,https://github.com/Invictify/Jupter-Notebook-REST-API,MIT,2020-03-31 22:48:04.000,2022-12-08 03:56:51.000000,2020-03-31 23:00:06,8.0,,,70.0,,,,,,,,2.0,,,,,,3.0,,2.0,,,,,,,,,,,,,,,
271,Nord Theme,True,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,6,kenshohara/theme-nord-extension,,,https://github.com/kenshohara/theme-nord-extension,,2019-06-11 02:09:21.000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43,1.0,1.0,4.0,25.0,,,,21.0,,2.0,2.0,,,,,,,3.0,,13.0,,@kenshohara/theme-nord-extension,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,21.0,,,,,,,,,,,
272,jupyterterminals,True,Jupyter plugin to support inline terminal shells along with..,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,6,willkessler/jupyterterminals,,,https://github.com/willkessler/jupyterterminals,MIT,2020-03-08 16:36:18.000,2023-01-05 23:10:50.000000,2023-01-05 23:08:38,2.0,,1.0,8.0,,,,,,2.0,2.0,2.0,,,,,,3.0,,55.0,,,,,,,,,,,,,,,
273,SSH Authenticator,True,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,6,andreas-h/sshauthenticator,,,https://github.com/andreas-h/sshauthenticator,BSD-3-Clause,2019-09-03 10:20:22.000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07,1.0,,,6.0,,,,,,,,,,,,,,3.0,,4.0,,,,,,,,,,,,,,,
274,kernel-relay,True,kernel-relay is a GraphQL service for interfacing with..,https://github.com/nteract/kernel-relay,,kernels,5,nteract/kernel-relay,,,https://github.com/nteract/kernel-relay,,2019-02-04 21:12:54.000,2023-01-04 02:47:40.000000,2019-07-10 04:14:14,5.0,10.0,2.0,12.0,,,,,,2.0,2.0,3.0,,,,,,3.0,,12.0,,,,,,,,,,,,,,,
