,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
192,jupyter-flex,True,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,14,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2024-02-10 03:57:24.000000,2024-02-10 03:57:24,54.0,12.0,51.0,307.0,,,,,,46.0,46.0,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,
193,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,14,jupyter-naas/naas,naas,,https://github.com/jupyter-naas/naas,AGPL-3.0,2020-09-20 17:09:00.000,2024-02-27 14:34:05.000000,2024-01-15 13:40:53,23.0,40.0,144.0,268.0,,,,1881.0,,4.0,4.0,20.0,https://pypi.org/project/naas,1881.0,,,,3.0,,,,,,,,,,,,,,,,,
194,Jupyter DataTables,True,Jupyter Notebook extension leveraging pandas DataFrames..,https://github.com/CermakM/jupyter-datatables,,widgets,14,CermakM/jupyter-datatables,jupyter-datatables,,https://github.com/CermakM/jupyter-datatables,MIT,2019-03-28 20:55:12.000,2019-12-11 12:10:31.000000,2019-12-11 12:10:07,27.0,13.0,15.0,229.0,,,,1303.0,,,,4.0,https://pypi.org/project/jupyter-datatables,1303.0,,,,3.0,,,,,,,,147.0,,,,,,,,,
195,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,,2018-01-23 18:18:38.000,2023-01-06 19:12:21.000000,2021-03-10 20:56:11,24.0,12.0,19.0,223.0,2021-03-10 20:57:44,4.14.3,,363.0,6.0,7.0,7.0,5.0,,,,,,3.0,,,,,,,,71.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,363.0,,,,,,
196,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,14,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,,2020-04-28 13:51:31.000,2023-06-16 19:20:47.542000,2022-09-12 07:55:08,38.0,34.0,59.0,195.0,,,,2027.0,22.0,,,14.0,https://pypi.org/project/cdsdashboards,700.0,https://anaconda.org/conda-forge/cdsdashboards,2023-06-16 19:20:47.542,57062.0,3.0,,,,,,,,464.0,,,,,,,,,
197,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,14,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2023-05-06 22:45:04.000000,2022-07-18 18:08:51,15.0,9.0,18.0,187.0,2021-07-17 23:45:44,0.4.1,,888.0,5.0,6.0,6.0,4.0,,,,,,3.0,,,,,,,,,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,888.0,,,,,,
198,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,14,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,Apache-2.0,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,6.0,,24.0,153.0,2020-12-11 15:26:11,0.2.1,,,5.0,32.0,32.0,2.0,,,,,,3.0,,,,,,,,731.0,,,,,,,,,
199,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2023-10-11 06:47:49.000000,2023-10-11 06:47:48,23.0,14.0,36.0,114.0,,,,551.0,,3.0,3.0,9.0,https://pypi.org/project/jupyterlab_hdf,481.0,,,,3.0,,,,,,,,367.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,70.0,,,,,,
200,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,14,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-12-08 05:01:00.000000,2020-03-24 14:27:42,33.0,17.0,17.0,83.0,,,,88.0,,32.0,32.0,16.0,https://pypi.org/project/niwidgets,88.0,,,,3.0,,,,,,,,242.0,,,,,,,,,
201,JupyterLab Quickopen,True,Quickly open a file in JupyterLab by typing part of its..,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,14,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,BSD-3-Clause,2018-12-04 01:00:58.000,2023-03-06 08:21:01.000000,2021-12-12 18:25:55,10.0,,,75.0,2021-12-12 18:28:02,1.2.0,,390.0,3.0,3.0,3.0,5.0,https://pypi.org/project/jupyterlab-quickopen,323.0,,,,3.0,,,,,,,,56.0,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,67.0,,,,,,
202,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,14,mogthesprog/jwtauthenticator,jupyterhub-jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,Apache-2.0,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,41.0,9.0,8.0,53.0,,,,208.0,,14.0,14.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,208.0,,,,2.0,,,,,,,,24.0,,,,,,,,,
203,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,14,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,14.0,5.0,2.0,28.0,,,,1232.0,,118.0,118.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,1232.0,,,,2.0,,,,,,,,7.0,,,,,,,,,
204,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,yunabe/lgo,,,https://github.com/yunabe/lgo,BSD-3-Clause,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,123.0,22.0,54.0,2347.0,,,,,,,,9.0,,,,,,3.0,,,,,,,,169.0,,,,,,,,,
205,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyenv,,notebook-tools,13,tweag/jupyterWith,,,https://github.com/tweag/jupyenv,MIT,2018-12-18 10:10:58.000,2024-02-25 00:09:07.000000,2023-10-17 14:42:45,118.0,40.0,151.0,578.0,2023-01-31 21:35:49,0.1.0,,,1.0,,,37.0,,,,,,3.0,,,,,,,tweag/jupyenv,,,,,,,,,,
206,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,13,microsoft/gather,,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2023-10-03 23:29:38.000000,2022-11-28 19:10:54,35.0,9.0,18.0,521.0,,,,10.0,,3.0,3.0,13.0,,,,,,3.0,,,,,,,,345.0,nbgather,https://www.npmjs.com/package/nbgather,10.0,,,,,,
207,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,13,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2023-01-05 04:02:41.000000,2020-01-04 12:02:35,48.0,38.0,37.0,404.0,,,,400.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,400.0,,,,3.0,,,,,,,,634.0,,,,,,,,,
208,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,13,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,BSD-3-Clause,2017-08-26 15:50:13.000,2022-12-06 19:48:00.000000,2019-08-14 17:21:34,35.0,40.0,20.0,293.0,,,,27.0,,3.0,3.0,6.0,,,,,,3.0,,,,,,,,87.0,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,27.0,,,,,,
209,pynb,True,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,elehcimd/pynb,,,https://github.com/elehcimd/pynb,MIT,2017-11-14 11:13:22.000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10,6.0,,8.0,245.0,,,,,,22.0,22.0,8.0,,,,,,3.0,,,,,,,,154.0,,,,,,,,,
210,ipyexperiments,True,jupyter/ipython experiment containers for GPU and general..,https://github.com/stas00/ipyexperiments,,notebook-tools,13,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,,2018-11-15 01:19:40.000,2023-12-15 03:22:24.000000,2023-12-15 03:22:22,11.0,,5.0,185.0,,,,182.0,,8.0,8.0,3.0,https://pypi.org/project/ipyexperiments,182.0,,,,3.0,,,,,,,,207.0,,,,,,,,,
211,JupyterLab Commenting,True,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,13,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,BSD-3-Clause,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,22.0,25.0,10.0,98.0,,,,45.0,,3.0,3.0,10.0,,,,,,3.0,,,,,,,,332.0,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,45.0,,,,,,
212,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/krassowski/jupyterlab-lsp,,lab-extensions,13,krassowski/jupyterlab-lsp,,,https://github.com/krassowski/jupyterlab-lsp,BSD-3-Clause,2022-08-23 00:02:21.000,2024-02-26 14:27:04.000000,2024-02-04 15:51:29,,,,86.0,,,,665.0,,26.0,26.0,51.0,,,,,,3.0,,,,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,665.0,,,,,,
213,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,13,timkpaine/jupyterlab_autoversion,jupyterlab_autoversion,,https://github.com/timkpaine/jupyterlab_autoversion,Apache-2.0,2018-08-23 23:49:52.000,2024-02-27 18:09:02.000000,2024-02-27 18:09:01,9.0,6.0,29.0,71.0,2022-04-11 15:35:12,0.3.6,,267.0,12.0,,,5.0,https://pypi.org/project/jupyterlab_autoversion,236.0,,,,3.0,,,,,,,,,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,31.0,,,,,,
214,FargateSpawner,True,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,13,uktrade/fargatespawner,fargatespawner,,https://github.com/uktrade/fargatespawner,MIT,2018-09-12 14:06:22.000,2020-06-28 13:26:04.000000,2020-06-28 13:25:54,21.0,6.0,5.0,44.0,,,,281.0,,4.0,4.0,3.0,https://pypi.org/project/fargatespawner,281.0,,,,3.0,,,,,,,,59.0,,,,,,,,,
215,SAML Authenticator,True,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,13,HewlettPackard/jupyterhub-samlauthenticator,jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,MIT,2019-04-17 21:34:09.000,2023-06-07 07:00:30.000000,2022-03-21 15:14:31,22.0,17.0,15.0,36.0,2020-07-13 15:56:30,samlauthenticator-0.0.9,13.0,761.0,3.0,,,7.0,https://pypi.org/project/jupyterhub-samlauthenticator,761.0,,,,3.0,,,,,,,,113.0,,,,,,,,,
216,pick,True,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,13,nteract/pick,pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24,7.0,4.0,5.0,32.0,,,,108978.0,,,,5.0,https://pypi.org/project/pick,108978.0,,,,3.0,,,,,,,,,,,,,,,,,
217,Null Authenticator,True,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,jupyterhub/nullauthenticator,nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-12-07 12:48:52.000000,2022-05-17 12:31:29,10.0,1.0,,9.0,,,,3212.0,,114.0,114.0,7.0,https://pypi.org/project/nullauthenticator,3212.0,,,,3.0,,,,,,,,,,,,,,,,,
218,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,12,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,MIT,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,40.0,1.0,15.0,450.0,,,,55.0,,,,4.0,https://pypi.org/project/py_d3,55.0,,,,3.0,,,,,,,,41.0,,,,,,,,,
219,F# Kernel,True,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,12,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,66.0,13.0,127.0,441.0,2020-03-08 20:03:38,3.0.4,5557.0,51.0,15.0,,,28.0,,,,,,3.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,715.0,,,,,,,,,,,,
220,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,12,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2023-01-04 21:56:45.000000,2021-05-22 01:41:35,8.0,10.0,22.0,174.0,,,,321.0,,,,6.0,,,,,,3.0,,,,,,,,98.0,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,321.0,,,,,,
221,Neon Theme,True,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,12,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,BSD-3-Clause,2019-09-27 14:29:10.000,2023-03-14 15:24:31.000000,2022-08-28 15:36:59,8.0,2.0,11.0,150.0,,,,74.0,,4.0,4.0,4.0,,,,,,3.0,,,,,,,,45.0,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,74.0,,,,,,
222,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,12,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,MIT,2018-11-23 18:33:20.000,2022-12-30 02:57:55.000000,2019-10-29 13:53:37,14.0,7.0,3.0,85.0,2019-08-09 15:57:25,0.1.1,,48.0,1.0,8.0,8.0,3.0,https://pypi.org/project/ipymaterialui,40.0,,,,3.0,,,,,,,,74.0,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,8.0,,,,,,
223,nbcelltests,True,Cell-by-cell testing for production Jupyter notebooks in..,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,12,jpmorganchase/nbcelltests,nbcelltests,,https://github.com/jpmorganchase/nbcelltests,Apache-2.0,2018-08-23 23:51:41.000,2023-07-19 00:59:43.000000,2022-12-07 17:04:39,20.0,31.0,85.0,81.0,2020-10-05 14:23:28,0.2.3,,64.0,11.0,3.0,3.0,7.0,https://pypi.org/project/nbcelltests,62.0,,,,3.0,,,,,,,,,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,2.0,,,,,,
224,JupyterLab Kernelspy,True,A Jupyter Lab extension for inspecting messages to/from..,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,12,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,2018-04-20 16:11:58.000,2023-10-08 08:15:21.000000,2023-10-08 08:15:20,12.0,2.0,11.0,76.0,2023-08-30 15:49:27,4.0.0,24.0,28.0,6.0,7.0,7.0,6.0,,,,,,3.0,,,,,,,,158.0,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,28.0,,,,,,
225,SSH Kernel,True,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,12,NII-cloud-operation/sshkernel,sshkernel,,https://github.com/NII-cloud-operation/sshkernel,BSD-3-Clause,2019-02-12 02:46:14.000,2021-11-04 09:33:50.000000,2021-11-04 09:33:21,14.0,2.0,7.0,64.0,,,,90.0,,7.0,7.0,4.0,https://pypi.org/project/sshkernel,90.0,,,,3.0,,,,,,,,398.0,,,,,,,,,
226,JupyterLab Python Files,True,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,12,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,BSD-3-Clause,2018-10-17 22:21:21.000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51,11.0,1.0,8.0,52.0,2021-06-23 21:13:28,0.5.5,99.0,79.0,5.0,3.0,3.0,4.0,,,,,,3.0,,,,,,,,,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,77.0,,,,,,
227,KnowledgeLab,True,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,12,timkpaine/knowledgelab,knowledgelab,,https://github.com/timkpaine/knowledgelab,Apache-2.0,2017-10-18 01:10:58.000,2024-02-05 13:26:05.000000,2024-02-05 13:26:04,6.0,3.0,24.0,47.0,,,,10.0,1.0,6.0,6.0,3.0,https://pypi.org/project/knowledgelab,8.0,,,,3.0,,,,,,,,181.0,knowledgelab,https://www.npmjs.com/package/knowledgelab,2.0,,,,,,
228,Jupyter Helpers,True,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,12,krassowski/jupyter-helpers,jupyter_helpers,,https://github.com/krassowski/jupyter-helpers,MIT,2019-03-17 22:11:35.000,2021-07-31 11:45:58.000000,2021-07-31 11:45:57,3.0,3.0,2.0,45.0,2021-02-10 16:36:22,0.2.3-2,,152.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,152.0,,,,3.0,,,,,,,,27.0,,,,,,,,,
229,Kernel Management,True,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,12,takluyver/jupyter_kernel_mgmt,jupyter-kernel-mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,,2018-04-01 20:06:08.000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34,8.0,11.0,14.0,15.0,2020-01-15 19:12:57,0.5.1,17.0,124.0,3.0,,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,124.0,,,,3.0,,,,,,,,1783.0,,,,,,,,,
230,JupyterLab Top Bar,True,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,12,jtpio/jupyterlab-topbar,,,https://github.com/jtpio/jupyterlab-topbar,BSD-3-Clause,2021-05-31 16:53:55.000,2024-02-23 12:48:27.000000,2024-02-21 15:26:06,2.0,,,5.0,,,,1791.0,,40.0,40.0,5.0,,,,,,3.0,,,,,,,,,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,1791.0,,,,,,
231,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,12,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,,2019-09-06 18:43:48.845,2023-11-06 08:34:25.000000,2023-07-20 09:03:10,,,,,,,,35422.0,33.0,8.0,8.0,21.0,https://pypi.org/project/ipycanvas,31763.0,https://anaconda.org/conda-forge/ipycanvas,2023-06-16 16:17:01.999,193934.0,3.0,,,,,,-12.0,,473.0,,,,,,,,,
232,jupyter2slides,True,Cloud Native Presentation Slides with Jupyter Notebook +..,https://github.com/datitran/jupyter2slides,,notebook-tools,11,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,MIT,2016-07-26 12:38:17.000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22,165.0,11.0,4.0,793.0,,,,,,,,,,,,,,3.0,,,,,,,,11.0,,,,,,,,,
233,ICSharp,True,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,11,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,Apache-2.0,2014-09-22 07:57:50.000,2022-06-22 17:44:39.000000,2018-09-23 04:19:45,59.0,28.0,18.0,277.0,,,,,,,,11.0,,,,,,3.0,,,,,,,,45.0,,,,,,,,,
234,jupyter-manim,True,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,11,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,MIT,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,11.0,6.0,19.0,190.0,2020-04-12 11:15:09,1.3,,,6.0,,,5.0,,,,,,3.0,,,,,,,,42.0,,,,,,,,,
235,xeus-sqlite,True,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,11,jupyter-xeus/xeus-sqlite,,,https://github.com/jupyter-xeus/xeus-sqlite,BSD-3-Clause,2020-03-11 11:24:36.000,2023-12-08 09:11:01.000000,2023-12-08 08:06:36,24.0,15.0,31.0,160.0,,,,,,,,13.0,,,,,,3.0,,,,,,,,,,,,,,,,,
236,Material Darker Theme,True,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,11,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,BSD-3-Clause,2018-03-07 23:24:13.000,2023-02-03 23:15:09.000000,2022-12-16 18:48:15,16.0,3.0,15.0,152.0,,,,68.0,,8.0,8.0,2.0,,,,,,3.0,,,,,,,,52.0,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,68.0,,,,,,
237,SQLCell,True,"SQLCell is a magic function for the Jupyter Notebook that executes raw,..",https://github.com/tmthyjames/SQLCell,,magic,11,tmthyjames/SQLCell,sqlcell,,https://github.com/tmthyjames/SQLCell,MIT,2016-08-15 01:54:46.000,2022-08-23 17:53:50.000000,2020-10-06 02:14:24,10.0,60.0,24.0,148.0,,,,47.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,47.0,,,,3.0,,,,,,,,310.0,,,,,,,,,
238,jupyterlab-celltags,True,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,11,jupyterlab/jupyterlab-celltags,,,https://github.com/jupyterlab/jupyterlab-celltags,BSD-3-Clause,2018-06-18 22:02:23.000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29,26.0,11.0,7.0,111.0,,,,,,,,10.0,,,,,,3.0,,,,,,,,441.0,,,,,,,,,
239,Remote User Auth,True,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,11,cwaldbieser/jhub_remote_user_authenticator,jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,GPL-3.0,2015-11-04 03:17:18.000,2022-03-31 20:04:45.000000,2019-04-16 20:10:44,26.0,8.0,11.0,40.0,,,,406.0,,,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,406.0,,,,3.0,,,,,,,,27.0,,,,,,,,,
240,perfume,True,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,11,leifwalsh/perfume,perfume-bench,,https://github.com/leifwalsh/perfume,,2017-07-10 14:34:03.000,2024-02-26 17:30:08.000000,2020-10-31 19:46:42,4.0,2.0,4.0,33.0,2018-05-20 05:09:14,0.1.6,,38.0,1.0,,,3.0,https://pypi.org/project/perfume-bench,38.0,,,,3.0,,,,,,,,196.0,,,,,,,,,
241,jupyter-nbrequirements,True,Dependency management and optimization in Jupyter..,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,11,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,MIT,2019-06-25 06:48:06.000,2023-05-29 09:18:17.000000,2023-05-29 09:18:17,6.0,1.0,32.0,17.0,2019-12-09 18:41:20,0.5.0,,,3.0,,,13.0,,,,,,3.0,,,,,,,,354.0,,,,,,,,,
242,jupyterlab-executor,True,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,11,gavincyi/jupyterlab-executor,jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,BSD-3-Clause,2020-12-29 15:51:54.000,2023-09-10 20:15:25.000000,2023-09-10 20:15:08,1.0,1.0,2.0,13.0,2023-09-10 20:26:52,2023.1.1,4.0,608.0,5.0,3.0,3.0,2.0,https://pypi.org/project/jupyterlab-executor,596.0,,,,3.0,,,,,,,,,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,12.0,,,,,,
243,jupyterlab-flake8,True,Jupyterlab python linter for notebooks and text files..,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,10,mlshapiro/jupyterlab-flake8,,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,10.0,8.0,33.0,111.0,,,,29.0,,3.0,3.0,5.0,,,,,,3.0,,,,,,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,29.0,,,,,,
244,jupyterlab-gitplus,True,JupyterLab extension to create GitHub commits & pull..,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,10,ReviewNB/jupyterlab-gitplus,jupyterlab_gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,AGPL-3.0,2020-03-05 13:43:58.000,2023-02-28 12:12:05.000000,2023-02-28 12:09:08,8.0,2.0,9.0,110.0,,,,193.0,,3.0,3.0,2.0,https://pypi.org/project/jupyterlab_gitplus,177.0,,,,3.0,,,,,,,,114.0,@reviewnb/jupyterlab_gitplus,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,16.0,,,,,,
